subj_id,tta_condition,d_condition,loss,alpha,beta,theta,b_0,k,ndt_location,ndt_scale
all,NA,NA,0.13461375922499919,3.157353904841055,0.6111945177184991,59.845052811992005,0.523490253066559,1.9960576193858275,1.5962426400626657,0.21654194136973048
all,NA,NA,0.13471996227085115,3.1708393410617854,0.6130709273130023,59.970662773966524,0.5440500291209851,1.9510509397928715,1.5919527663387871,0.21926220684807823
all,NA,NA,0.11264614057820685,1.866722697872409,0.6096841233325171,59.40921529777312,0.5064384742907619,0.3425223194425413,1.6059017381007146,0.21925946961598464
all,NA,NA,0.13492808289976999,3.083168555524402,0.6113666514577808,59.863770320602455,0.5405464969852232,1.9488650366969185,1.5943495186625598,0.2244727255870443
all,NA,NA,0.13432180773344193,3.181986805140124,0.6107449737712514,59.83155765082678,0.5166746126736972,1.9308462538295452,1.5993103352480362,0.21994005214995738
